participant_id,transcript_id,question_ref,tag,severity,sentiment,quote,source_line_start,source_line_end,consolidated_tag
43,en_participant_0043,Q8,Research Assistance For Shopping,High,positive,"It would be great if I could find an AI assistant that could do more of that research for me, save me some time, read the reviews, and maybe look at my historical purchasing habits to see what I might have better luck with.",47,47,Search And Research
43,en_participant_0043,Q9,ChatGPT Project Context Success,High,positive,"Coordinating projects in my personal life has already improved a lot in that area because of organizing projects in ChatGPT. It has a history of conversation and can feed in documents, so it knows the context when I'm asking a question.",51,51,Memory And Context Continuity
43,en_participant_0043,Q9,Calendar Integration Desire,Medium,positive,I just want to expand on that and allow integration with my calendar and other apps that might feed into those projects.,51,51,Calendar And Scheduling
43,en_participant_0043,Q9,In-Conversation Task Creation,Medium,positive,"For scheduling, while I'm having a conversation with it, I might decide that I want to apply for this grant. It's helping me write the proposal, and now I want to remember to follow up. So, can you please create a calendar reminder? Maybe it could do that for me, that kind of thing.",51,51,Interaction Dynamics
43,en_participant_0043,Q9,Platform Integration Friction,High,negative,"Something like Canva would be great, where it might integrate with a marketing material editing platform that has suggestions for formatting and templates and that kind of thing, so that I don't have to transfer information from one to the other.",56,56,Data And System Integration
43,en_participant_0043,Q9,Copy-Paste Data Transfer Burden,High,negative,"Maybe a Microsoft Word integration directly allowing me to edit a document that I'm working on with ChatGPT rather than copying and pasting. Excel integration would be fantastic. Again, I'm often copying and pasting large amounts of data, and sometimes I have to really hand-feed it information from specific columns or lines because there's too much for the AI to understand separately.",56,56,Time And Productivity
43,en_participant_0043,Q9,Workflow Efficiency Vision,Medium,positive,So that would save a lot of time. It would allow me to create smarter spreadsheets and better visualizations. I think it would just improve my workflow all around.,56,56,Time And Productivity
43,en_participant_0043,Q11,Human Voice Preference,Medium,negative,"I like having conversations with human beings. I enjoy hearing a voice, so not hearing a voice feels kind of impersonal.",66,66,Voice Interaction Experience
43,en_participant_0043,Q11,AI Listening Advantage,Medium,positive,"Sometimes your interviewer doesn't listen as well as an AI might, so that's something to consider.",66,66,Interaction Dynamics
43,en_participant_0043,Q11,Voice Recording Novelty,Low,positive,"It was really neat that I was able to vocalize my responses, and you can analyze them as we go.",66,66,Voice Interaction Experience
43,en_participant_0043,Q11,Human Cognitive Limitations In Listening,High,neutral,"While humans have complex brains, we sometimes think about the next question while the person we're interviewing is answering the last one. We might get distracted and only selectively hear parts of someone's response rather than having the rational distance to remember the various parts of their answer and follow up on them.",70,70,Tool Reliability And Limitations
43,en_participant_0043,Q11,Human Interviewer Advantage,High,positive,"There are interesting aspects to human interviews because we each have our own perspective and experience that comes into play when we're interviewing someone. A person's personality is involved, along with humor, compassion, and empathy.",74,74,AI Interview Experience
44,en_participant_0044,Q4,Multi-Domain Learning Pattern,High,positive,"I typically use AI, like Perplexity and Gemini, to get deeper answers on various topics, whether it's finance-related, stock-related, politics-related, woodworking-related, or pretty much anything I'm interested in.",16,16,Learning And Discovery
44,en_participant_0044,Q4,Teaching Financial Literacy,High,positive,"Yeah, so I built a finance tracking app for my kids. Anytime they get any money, they put it in the bank of debt, and then they can check their balance. They can see how much interest they're accruing, and basically, it helps them learn about spending, saving, and good financial principles.",20,20,Financial Planning And Analysis
44,en_participant_0044,Q4,Critical Thinking Tool,High,positive,"Typically, in the political arena, if there's a question or something that's going on, I'll start asking questions and trying to get to the heart of whatever issue it is, trying to correct any blind spots I may have and get outside my own preconceived ideas about particular issues.",24,24,Cognitive Support Patterns
44,en_participant_0044,Q4,Source Discovery Value,Medium,positive,I find that a large language model is good at uncovering new sources or different ideas or tracing back where specific ideas come from to the original source.,24,24,Learning And Discovery
44,en_participant_0044,Q5,Image Generation Failure,High,negative,"So, where I've tried to use generative AI has typically been around image generation. ... I wanted to use AI to generate the images, but I just couldn't get the image that was in my head out in the tool, and it just kind of sucked.",29,29,Creative Design And Media
44,en_participant_0044,Q5,Prompt Control Frustration,High,negative,"every time I would describe it and try to get the AI to generate the image, it was just all over the place or the wording was just gibberish. It wasn't actually using the words that I wanted where I wanted them, and I couldn't get it to directly place things where I wanted them.",33,33,Prompting And Instruction Quality
44,en_participant_0044,Q8,Task Organization Need,High,positive,"I think the perfect AI assistant would help me organize, prioritize, and categorize all tasks, whether work or personal. It would help me figure out where I need to spend more of my time.",47,47,Task Organization And Prioritization
44,en_participant_0044,Q8,Idea Capture Pain,High,negative,"I typically have a thousand different ideas for a thousand different things. But, you know, if I don't put them down into a notebook or into a task list, they just kind of disappear.",51,51,Usage And Adoption Patterns
44,en_participant_0044,Q8,Execution Planning,High,positive,"if there's a way that I could track all that and then come up with an action item plan of how to actually take this idea and put it into a real-life situation and actually make it work, that's kind of what I'm looking for. It would be able to track all that and then give me a plan of next steps",51,51,Usage And Adoption Patterns
44,en_participant_0044,Q8,Goal-Aligned Prioritization,High,positive,"it should prioritize based on my larger overarching goals for the year, for that quarter, and for that month. So, like, every year, I do yearly planning and try to figure out what I want to do for the next year. Based on those goals and priorities, that's how it should organize.",55,55,Task Organization And Prioritization
44,en_participant_0044,Q9,System Integration,High,positive,"Yeah, I think it would be helpful to have email, calendar, voice notes, meeting notes, meeting summaries, and overall task lists. We just got some fancy chore list calendar thing for the kitchen that helps the kids prioritize tasks. If it were integrated with that, that would be cool.",60,60,Data And System Integration
44,en_participant_0044,Q9,Unified Task Processing,High,positive,"Well, again, whatever comes through email, whatever is on my calendar, and whatever voice notes I have, it should just take those, organize them, sort them, prioritize them, and then show me a task list for every day.",64,64,Usage And Adoption Patterns
44,en_participant_0044,Q11,Human Interview Preference,High,mixed,"Being interviewed by an AI is different in that, I think with a human, there's more relationship, more reciprocity, and more of a conversation. There's a greater back and forth. With an AI, there's none of that, so it relies on me to carry the conversation.",74,74,AI Interview Experience
44,en_participant_0044,Q11,AI Dynamic Follow-Up Value,Medium,positive,"the AI was able to pick up on things that I had said and ask a follow-up question about that with a specific follow-up rather than just a generic ""tell me more about why you gave the answer you did"" type of question.",78,78,Proactive Assistance
44,en_participant_0044,Q11,Personalized Interviewing,Medium,positive,"I think it just makes it a little bit more personalized. Putting the specific tools that I mentioned into the task response keeps you on track a little bit more. ... With AI, it can do it on its own a little bit easier, and you don't have to be as skilled.",82,82,AI Interview Experience
45,en_participant_0045,Q4,Search Synthesis Primary Need,High,positive,"I think most of my personal tasks for AI are honestly the Google summary that happens at the top of the search right now. Because I don't know, I'm a pretty curious person, so I'm constantly googling things. The ability to synthesize information is probably the number one thing that search takes care of and that I need.",16,16,Search And Research
45,en_participant_0045,Q4,Verification Through Attribution Check,High,neutral,"I will say, that's not in the prompt, but I take it with a grain of salt, and I always make sure to look at the attribution of the links because I know that the summaries can be wrong.",16,16,Accuracy And Hallucination Risk
45,en_participant_0045,Q4,Research Verification Pattern,High,neutral,It's not a foolproof thing; it's usually like getting started with a summary and then continuing my own research to verify if what's in the summary is true or if there are other angles.,16,16,Accuracy And Hallucination Risk
45,en_participant_0045,Q4,ChatGPT For Complex Task Analysis,High,neutral,I also sometimes use ChatGPT if I have a slightly more complicated task that I need to do where the search query would be too narrow or I actually need it to perform some analysis for me.,18,18,Cognitive Support Patterns
45,en_participant_0045,Q4,Computation Task Example,Medium,neutral,"For example, I'm going to be taking some leave, and I needed to calculate how much PTO and sick leave I'd be accruing during that period of time leading up to the leave. I used ChatGPT to help me figure out how many workdays there are between x date and y date.",18,18,Usage And Adoption Patterns
45,en_participant_0045,Q5,Vague Requirements Caused Failure,Medium,negative,"I asked it to do some computation, and I wasn't being specific enough about what I wanted. Then I just ran out of free credits, and I didn't want to pay for it.",31,31,Prompting And Instruction Quality
45,en_participant_0045,Q5,Data Aggregation Mismatch,Medium,negative,"I think it was something like I fed it a spreadsheet and asked it to calculate some things in a particular way, or aggregate the data in a specific way, but it didn't end up doing it the way I needed it to.",35,35,Usage And Adoption Patterns
45,en_participant_0045,Q6,Moderate Trust Assessment,Medium,neutral,3 - Moderate trust,40,40,Trust And Verification
45,en_participant_0045,Q8,Current Tools Adequate,Medium,positive,"Honestly, the AI tools that I use right now feel pretty adequate for what I need them to be. Maybe it's because I kind of know what I should be using them for and what they're not good for, and I kind of self-limit.",49,49,Current Tool Sufficiency
45,en_participant_0045,Q8,Confidence Level Transparency Need,High,positive,"I think the number one thing is, does the AI have an awareness of its own level of credibility or trust? Can it give you a rating that's like, I am X percent confident that the results I'm giving you today are accurate, or this is from 10 sources versus five sources?",49,49,Personalization And Adaptation
45,en_participant_0045,Q8,Categorical Confidence Preference,High,neutral,"I think I actually want something that's more like a human scale or more categorical, or that gives me a better sense of my next step. So it's like, I'm pretty confident this is right, but you probably want to check a few things, or like, I'm not very confident this is right. You should enter this query in a bunch more times, or like, I'm very confident this is right, and here's why.",53,53,Trust And Verification
45,en_participant_0045,Q9,Admin And Task Prioritization Need,High,positive,"The biggest thing I can think of is just the admin that my husband and I have to do to manage our social life and also our tasks that we need to get done throughout the week. If there was a way, I don't know how this would work, but something that could help me see what's coming up, anticipate what's ahead, and also rank order what's most important to tackle now.",62,62,Task Organization And Prioritization
45,en_participant_0045,Q11,Privacy Concern About Personal Disclosure,High,negative,"I didn't sign any privacy agreement with this thing. I don't know where the data goes. I mean, does the whole internet know that I'm pregnant now or that I'm thinking about breastfeeding? Probably not. In fact, surely not, but it just feels different than having someone in front of you who can reassure you that your information is private and confidential, and who you know has been trained to think about those things that way, ideally.",72,72,Privacy And Security
45,en_participant_0045,Q11,Scope Clarity Uncertainty,Medium,negative,"The other issue was that you started off by asking me very specifically about my personal AI experiences, and then we got a little vaguer as we went on. I wasn't sure if we were still talking about personal stuff or if you wanted me to start talking about work stuff, or if it was okay for me to start talking about work stuff.",72,72,Tool Reliability And Limitations
45,en_participant_0045,Q11,Informed Consent For AI Interviews,High,neutral,"Just take the informed consent model that researchers have and apply it to an AI. Tell me how my data is going to be used, how it's going to be stored, what recourse I have for getting it deleted, or for stopping the interview at any time and having that information scrubbed.",76,76,Privacy And Security
46,en_participant_0046,Q4,Educational Design Focus,High,positive,"The most common types of personal tasks I use AI for are design work related to my job. Not design in terms of website or product design, but lesson planning. I'm a professor, so I focus on lesson planning, the design of educational activities, and so on.",16,16,Creative Design And Media
46,en_participant_0046,Q4,Personal Task Variety,Medium,neutral,"Additionally, I sometimes use it in my personal life for questions or tasks that I could use help with, like, ""These are the items in my pantry; find me a recipe that I can make with these items,"" or ""Make me a spreadsheet that breaks down my credit card costs for this month. Here's the data,"" that type of thing.",16,16,Usage And Adoption Patterns
46,en_participant_0046,Q4,Recipe Refinement Value,Medium,positive,"AI is really useful for when I have disparate ingredients that don't naturally go together, coming up with ways to combine them and add other ingredients into the mix to create a recipe that makes sense. I like to use AI for this because it doesn't just tell you what to combine, but also the process to follow, which is really helpful, and I can refine it as needed.",20,20,Recipes And Cooking Support
46,en_participant_0046,Q4,Financial Scenario Analysis,Medium,positive,"I was trying to estimate the cost for signing a new lease for my car, and I wanted to calculate the debt with different contract payments, with different amounts of interest over different terms of months, that type of thing. AI was helpful for running those numbers.",24,24,Financial Planning And Analysis
46,en_participant_0046,Q5,Privacy Data Blocker,High,negative,"A time that I wanted to use AI for something but couldn't was when I was working with really private or identifiable data. For instance, I wanted to use AI in my research. One of the research tools I like to use is Max QDA for qualitative data analysis ... I can't de-identify qualitative data, like interview transcripts, which makes it really difficult. So, I haven't used it for that purpose yet because I want to explore more about responsible use in that case.",29,29,Privacy And Security
46,en_participant_0046,Q6,Moderate Trust Level,Medium,neutral,3 - Moderate trust,38,38,Trust And Verification
46,en_participant_0046,Q8,Still Learning About AI,Medium,neutral,"You know, I'm still learning about AI and how to use it, as well as the different tools that exist. So, it's hard for me to answer this question about the perfect personal assistant, what things it could do, and how it would be better than existing tools.",47,47,Learning And Discovery
46,en_participant_0046,Q8,Desire For Suggested Capabilities,High,positive,"one thing I can tell you is that I think it would be cool if I could use an AI that would ... More of, like, here are other things I can do. You know, not so many choices that it's overwhelming, but enough suggestions that a person can learn how to delve deeper and use AI in ways that they might not have imagined right there in the moment.",47,47,Personalization And Adaptation
46,en_participant_0046,Q8,Learning By Example Preference,Medium,positive,"What kind of suggestions would be helpful? Maybe something like, ""Other users who wrote similar prompts asked questions like this."" Then, it could present something like, ""Here's something you could ask,"" and you could click on it.",51,51,Learning And Discovery
46,en_participant_0046,Q9,Clean UX Requirement,High,neutral,"I want the user experience to be super clean and super easy to understand for a layperson, not a designer.",60,60,Usage And Adoption Patterns
46,en_participant_0046,Q9,Safeguards Before Automation,High,neutral,"I would also want there to be safeguards in place before anything happens automatically, so I don't do something or send a message that's embarrassing.",60,60,Automation And Delegation
46,en_participant_0046,Q11,Human Connection Irreplaceable,High,negative,"I think it would have been better for me to have been interviewed by a human because the human connection is something that can't be replicated. Human-to-human connection can't be replicated using technology, at least not right now.",70,70,Human Connection And Rapport
46,en_participant_0046,Q11,AI Interview Experience Flatness,Medium,negative,"This experience felt kind of two-dimensional, a little bit flat. The AI was responsive to what I was saying, which I appreciate—that's cool—but not responsive in the way that a human being would be, with their facial expressions, tone of voice, and being a fully realized human being.",70,70,AI Interview Experience
46,en_participant_0046,Q11,AI Appropriate For Specific Tasks,Medium,neutral,"I don't think that AI interviews ought to mimic human-to-human interaction. I think that it should probably remain as it is now, and that it should be used for tasks where that type of tool is appropriate. Humans should be involved in situations where having a human is important.",74,74,Usage And Adoption Patterns
47,en_participant_0047,Q4,ChatGPT As Search Engine,High,neutral,I use ChatGPT almost as a replacement for Google.,16,16,Search And Research
47,en_participant_0047,Q4,Social Advice Seeking,High,neutral,"I also ask more personal questions, like, is it normal to feel X, Y, Z, or what is the easiest way for me to tell my friend that I can't attend X, Y, Z without hurting their feelings.",16,16,Social And Relationship Communication
47,en_participant_0047,Q4,Task Range Diversity,Medium,neutral,"it ranges from literature interpretation and summarizing scientific literature to just menial personal tasks, and also as a search engine.",16,16,Usage And Adoption Patterns
47,en_participant_0047,Q4,Interpersonal Deliberation Support,High,positive,"It helps me find my wording. It helps me sometimes work on my tone, or occasionally, if I give a scenario, it will come up with a lot of different angles regarding some of the different variables at play.",20,20,Social And Relationship Communication
47,en_participant_0047,Q4,Impulse Mitigation,High,positive,"It helps me understand whether or not I've considered all the possible angles and address them. So, it helps me react a little bit less impulsively and helps me process the situation.",20,20,Usage And Adoption Patterns
47,en_participant_0047,Q4,Dense Text Distillation,High,positive,"When processing complex information, there are times when the text is really dense and I don't want to read all of it ... I can spend a lot of time combing through that dense text. It can be helpful to distill some of the higher-level conclusions, making it easier to find a through line without it being so wordy.",24,24,Usage And Adoption Patterns
47,en_participant_0047,Q5,Scientific Literature Access Limitation,Medium,negative,"I've wanted to use it to help with the interpretation of scientific literature. I've wanted to upload entire articles or even source articles that are publicly available through platforms like PubMed. However, it just didn't seem to have the necessary computing power.",29,29,Tool Reliability And Limitations
47,en_participant_0047,Q5,Hallucination Risk Concern,High,negative,"I don't fully trust it. I mean, yes, it can process this information for me, but the worst-case scenario is that I end up with an interpretation that is incorrect, and it could be woefully incorrect due to a hallucination or something like that.",29,29,Accuracy And Hallucination Risk
47,en_participant_0047,Q5,Constant Verification Need,High,negative,"I can use it to a degree, but I feel like I'm always policing and checking the results.",29,29,Accuracy And Hallucination Risk
47,en_participant_0047,Q8,Unbiased Reasoning Imperative,High,negative,"The number one most important thing for an AI assistant for me is unbiased, objective, evidence-based reasoning. We live in a world filled with lies and conspiracies, and there is a complete lack of trust in institutions.",43,43,Ethics And Bias Concerns
47,en_participant_0047,Q8,AI Bias As Existential Threat,High,negative,"The idea that an AI tool could suddenly have bias, especially in a moment where there is a very palpable slide towards fascism, is terrifying, particularly because people really trust the advice, findings, and insights of these tools.",43,43,Ethics And Bias Concerns
47,en_participant_0047,Q8,Confirmation Bias Self-Awareness,Medium,mixed,I know it's not fully unbiased and it tends to give me confirmation bias on some of the things I already think.,43,43,Ethics And Bias Concerns
47,en_participant_0047,Q8,Memory Continuity Need,High,negative,"I think it would have continuity and memory over time. With chat, I find that when I ask it questions, like, ""Hey, I got paid on this day,"" it often changes with holidays and things like that ... if I got paid on this day, when do I expect to get paid again? They answer, but then I don't even remember when I last got paid, and when I ask again, they say, ""No, remind me. Do you get paid biweekly or whatever?"" And I think, okay, great. I'm going to have to do this exercise all over again.",45,45,Memory And Context Continuity
47,en_participant_0047,Q8,Relationship Building With AI,High,positive,"This perfect AI assistant, with memory continuity and unbiased reasoning, would be better because it would allow you to build a more long-term relationship. It would learn about you, how you've changed, how you've grown, and how your opinions have evolved.",49,49,Social And Relationship Communication
47,en_participant_0047,Q8,Rumination Pattern Detection,Medium,positive,It could also identify things that you keep getting stuck on and ruminating over for longer than you should. I feel like that's really helpful.,49,49,Emotional Support And Reflection
47,en_participant_0047,Q8,Personal Bias Checking Support,Medium,neutral,"I think it would help more with interpersonal questions, like motivations, lack of motivations, and why I might feel a certain way. It could potentially help me dig deeper into my own personal biases.",53,53,Ethics And Bias Concerns
47,en_participant_0047,Q9,ADHD Executive Function Gap,High,positive,"I would love it if the tool could just schedule things for me, manage my calendar, move things around, and remind me when I need to start doing a task. I have ADHD, and that would be unbelievable.",58,58,Tool Reliability And Limitations
47,en_participant_0047,Q9,Thought-To-Action Automation,High,positive,"If I could just, in the moment, say, ""Hey, please schedule this and include these people,"" without having to go in, write an email, or do all the steps, that would be great.",58,58,Automation And Delegation
47,en_participant_0047,Q11,Live Feedback Preference,Medium,positive,I think having live feedback is always a little better because it helps you figure out whether or not you're going down a coherent path.,68,68,Usage And Adoption Patterns
47,en_participant_0047,Q11,Energy Preservation Through AI,High,positive,"sometimes it's nice to not have to talk to a person. I avoid people sometimes because I just have no energy. So, yeah, it's amazing not having to talk to a person.",68,68,Usage And Adoption Patterns
47,en_participant_0047,Q12,Non-Judgmental Sharing Space,High,positive,"I feel like I say all kinds of things to ChatGPT that maybe I wouldn't say to my friends because ChatGPT has no sense of self, I guess. So, I'm fairly comfortable, I guess.",72,72,Emotional Support And Reflection
47,en_participant_0047,Q12,Safe Data Gathering Relationship,High,positive,"ChatGPT cannot form opinions about me with judgment. It just gathers data about me, and I think that's helpful. It's not going to change its ability to be there for me. It's not going to reject what I say. It's not going to judge what I say. It's just going to gather data, and that's helpful if you leverage it, in my opinion.",76,76,Social And Relationship Communication
48,en_participant_0048,Q4,Diverse Personal AI Use,High,neutral,"I use AI for my resume and summaries of my portfolio case studies, cover letters, and even for planning trips to other places, including itineraries and gardening plans.",16,16,Usage And Adoption Patterns
48,en_participant_0048,Q4,Trip Planning Priorities,Medium,positive,"I like to know where to visit, such as famous restaurants, good historical sites, and hotels that people love, along with good and affordable food. I also want to know about good routes.",20,20,Travel Planning
48,en_participant_0048,Q4,Gardening Knowledge Seeking,Medium,positive,"I want to know about local plants that are resilient and drought-tolerant, especially flowers, and I need guidance on that. Also, considering my location, maybe there are some native plants I can leverage.",24,24,Home And DIY Support
48,en_participant_0048,Q5,Privacy Data Avoidance,High,negative,"I want to ask about some financial planning, but that's a lot of private data, and I don't want to somehow deal with future privacy data issues. That's why I didn't do anything from a privacy perspective.",29,29,Privacy And Security
48,en_participant_0048,Q5,Cybersecurity Fear,High,negative,"I'm worried about, like, cybersecurity risk. If my data, is out in the public, someone can use against me ... I don't wanna encourage any because of my data is out there and and have that becoming that, you know, gonna trigger becoming the the victim of the digital scams.",33,33,Privacy And Security
48,en_participant_0048,Q8,Proactive Context Coaching,High,positive,"I think a perfect AI assistant would have a good context about what I'm going to do, especially when it comes to Project A. It would already have a better understanding and start suggesting the next moves. It could also encourage me and schedule the right times so that I can achieve better results.",47,47,Proactive Assistance
48,en_participant_0048,Q8,Interview Prep Coaching,High,positive,"Let's say I have a scheduled interview next Friday. The AI assistant would provide me with a plan on what I need to do to perform really well in that interview. It would give me the company context, information about the interviewer, and the strategy I should follow ... From Monday until the interview, it would suggest tasks for me to work on together. After the interview, it would ask me how it went, almost like a career coach.",51,51,AI Interview Experience
48,en_participant_0048,Q9,Trust Based System Access,High,neutral,"Part of the AI system is a trust level. Based on the trust and automation level, it would enable the AI to ask, ""Is it okay to have access to this?"" I think that would be important. Enabling trust would then allow for better connections.",60,60,Access And Adoption
48,en_participant_0048,Q11,AI Interview Technical Friction,Medium,negative,"It feels a little weird, I have to say. I like the human interaction, but definitely, maybe some introverts, you know, that type of personality, they'll prefer this. But the frustration is that there is always asking, like, in the subject with the audio or video and refresh the page. So I had to repeat the change, like, three or four times.",74,74,AI Interview Experience
48,en_participant_0048,Q11,Voice Interaction Gap,High,negative,"I have to agree that there's no voice, and that's a lot.",78,78,Voice Interaction Experience
49,en_participant_0049,Q4,Frequent Personal AI Use,High,positive,"On a regular basis for my personal tasks, I usually use AI tools a lot.",16,16,Usage And Adoption Patterns
49,en_participant_0049,Q4,Email Summarization Use,Medium,positive,I use Google Gemini to summarize my emails and also to draft for me sometimes.,16,16,Email Management
49,en_participant_0049,Q4,Smart Search For Travel,Medium,positive,"I use it as a smart search engine, which is like Perplexity AI. I mainly use it for doing research online and trying to find out information on the best apartments around me or the best flight, the cheapest flight tickets I can find for my upcoming travel, or even to plan my travel.",16,16,Travel Planning
49,en_participant_0049,Q4,Detailed Itinerary Planning,Medium,positive,"I have a specific date set, and I'm asking it to set up a time for me. It should tell me what all places I should visit in that time, and then keep car rentals or things to eat around this place, and so on.",16,16,Travel Planning
49,en_participant_0049,Q4,Trip Optimization Query,Medium,neutral,What would be the optimal path to cover all these locations without moving back and forth?,20,20,Travel Planning
49,en_participant_0049,Q4,Flight Reliability Doubt,High,negative,"The results are about 80% accurate; sometimes, especially for flight tickets, it's not always reliable, but for itinerary planning, it's actually very good.",22,22,Usage And Adoption Patterns
49,en_participant_0049,Q4,Formal Tone Problem,High,negative,"Even though I've asked it to be informal, it tends to use very high-level language or high-level context, causing it to appear quite formal.",26,26,Social And Relationship Communication
49,en_participant_0049,Q4,AI Writing Detection,Medium,negative,The other person can easily tell that I basically asked AI to write a response instead of typing it up myself.,26,26,Content And Writing Support
49,en_participant_0049,Q4,Email Summarization Errors,High,negative,"Google Gemini tends to reiterate things incorrectly as well. Sometimes, when it's analyzing or summarizing emails, it's about 70% accurate, but 30% of the time, when there isn't a specific flow in the content of the email, it tends to misinterpret things and gives us incorrect answers.",26,26,Email Management
49,en_participant_0049,Q5,Image Generation Failure,High,negative,"when I was trying to use AI to generate certain images. I was planning to gift my parents a photo frame with their VIP art. At that time, I was using ChatGPT's Pro subscription, but it seemed overloaded or something, and it just kept failing the tasks.",31,31,Creative Design And Media
49,en_participant_0049,Q5,Misinterpretation And Degradation,High,negative,"it would misinterpret the images, creating ones that did not make any sense or did not resemble the real image. When I asked it to correct the images, it would just go haywire and start imagining things.",31,31,Usage And Adoption Patterns
49,en_participant_0049,Q5,Rate Limiting Frustration,Medium,negative,"After a while, it would hit the rate limit and say I had to wait for an hour or so.",31,31,Cost And Tier Constraints
49,en_participant_0049,Q5,DALL-E Alternative Attempt,Medium,mixed,"I ended up using DALL-E for image creation. It did a fairly decent job, but not a great one.",35,35,Creative Design And Media
49,en_participant_0049,Q6,Moderate Trust Level,Medium,neutral,3 - Moderate trust,40,40,Trust And Verification
49,en_participant_0049,Q8,Personalized AI Understanding,High,positive,My perfect AI personal assistant would be an AI tool that understands how I operate and the way I work.,49,49,Personalization And Adaptation
49,en_participant_0049,Q8,Behavior Adaptation Over Practices,High,positive,"When I ask it to perform a certain task, it should behave like me while doing it, not just try to follow best practices.",49,49,Personalization And Adaptation
49,en_participant_0049,Q8,JARVIS Vision,High,positive,"If I were to describe an AI tool that I could use, it would be like J.A.R.V.I.S. from Iron Man or something similar.",49,49,Personalization And Adaptation
49,en_participant_0049,Q8,Productivity Boost Expectation,High,positive,"It could boost productivity by almost 200% in a day, as you would simply tell it what you're thinking, and it would get it done because it already knows how to do it.",49,49,Shopping And Recommendations
49,en_participant_0049,Q8,Preference Learning Desire,High,positive,"my AI assistant should know that I don't personally like Starbucks, contrary to public opinion, but I would prefer a local store, like HomeBean or something like that.",53,53,Personalization And Adaptation
49,en_participant_0049,Q8,Personalized Recommendation Expectation,High,positive,it should be able to recommend those options without just showing me the coffee shop nearby and suggesting I go to Starbucks because it has good ratings.,53,53,Shopping And Recommendations
49,en_participant_0049,Q8,Behavioral Pattern Learning,High,positive,"I will definitely have to consent to it, but I would prefer if it could actually follow me around for a few days and try to learn what I do. Then it could maybe map out the way I think and how my mind operates.",57,57,Learning And Discovery
49,en_participant_0049,Q8,Health And Logistics Support,Medium,positive,"helping me schedule those appointments, or walking me through things I have to do, like changing a car tire.",57,57,Health And Wellness Support
49,en_participant_0049,Q8,Contextual Meal Preference,Medium,positive,"what type of day I had, so that on that day, it could suggest what kind of meal I would prefer.",57,57,Recipes And Cooking Support
49,en_participant_0049,Q9,Unified Unified Calendar View,High,positive,"if it were actually connected to those things, you would have one space that provides you with everything. It would tell you what emails you have and how your calendar looks.",62,62,Calendar And Scheduling
49,en_participant_0049,Q9,Multi-Email Integration Need,High,positive,"If it could sync with all your other calendars, like your Outlook emails and your Gmail, I don't know if that's possible, but maybe even your work emails too.",62,62,Email Management
49,en_participant_0049,Q9,Priority Email Detection,High,positive,"it could also prioritize tasks after reading those emails, so it could inform me that this person sent a priority email, and I should respond to them first.",62,62,Email Management
49,en_participant_0049,Q9,Email Overwhelm,High,negative,"Oftentimes, you find yourself in a situation where you have a lot of incoming emails, and it can be overwhelming to go through all of them at once.",62,62,Email Management
49,en_participant_0049,Q9,VIP Contact Prioritization,High,positive,"It should also allow me to prioritize my family or any specific people I want to prioritize, so if I receive a message from them, it should automatically prioritize it over anything else.",62,62,Task Organization And Prioritization
49,en_participant_0049,Q11,AI Interview Comfort,High,positive,The experience was good. This is actually the second time I've done an AI-based interview. It keeps it interesting because you're not exactly overwhelmed or pressured by the other person.,72,72,AI Interview Experience
49,en_participant_0049,Q11,No Judgment From AI,High,positive,"When you're staring at the screen and you see another person frowning or looking at your face, you tend to feel like they're judging you or something like that.",72,72,Emotional Support And Reflection
49,en_participant_0049,Q11,Honesty Regardless Of Format,Medium,positive,"For me, personally, it does not really affect the depth or honesty of my responses because I try to be as clear as possible. I'm always honest with my responses, and in most cases, I try to be as informative as possible.",76,76,Usage And Adoption Patterns
49,en_participant_0049,Q11,Preference For Detail,Medium,positive,"I tend to be way more detailed, and I try to explain everything in detail, regardless of whether they are actually interested or not.",76,76,Usage And Adoption Patterns
49,en_participant_0049,Q11,Visual Feedback Desire,Low,positive,"If AI could improve by providing more visual feedback or acknowledgment of the detailed answers, that would be really helpful.",80,80,Creative Design And Media
5,en_participant_0005,Q4,Practical Everyday AI Use,Medium,neutral,"I usually use it more to ask for recipes or look up a term I don't know, search for a product that I know might be sold on Amazon in another country, but not in Argentina.",12,12,Usage And Adoption Patterns
5,en_participant_0005,Q4,Knitting Pattern AI Failure,High,negative,"Once I asked for a knitting pattern, I like to knit and crochet, and I asked it to help me create a sweater pattern. It didn't work very well, but it was useful to get ideas on what colors I could combine.",12,12,Home And DIY Support
5,en_participant_0005,Q4,Color Matching Success,Medium,positive,"it did work well when I asked it to help me choose colors, to see which color matched with which or what colors from a pattern in a photo I had seen on Pinterest, where I could get similar colors that were all from the same yarn, let's say, the same brand and the same thickness.",15,15,Usage And Adoption Patterns
5,en_participant_0005,Q4,Yarn Quantity Miscalculation,High,negative,I asked it to help me calculate the amount of yarn I would need for a medium-sized sweater and it calculated too much yarn ... I ended up with double the yarn I needed.,15,15,Home And DIY Support
5,en_participant_0005,Q4,Content Creation Scaffolding,Medium,positive,"I used it to ask if there was any YouTuber in Argentina doing the same thing as me ... it did give me ideas on how I could structure a video if I decide to do it at some point, with a kind of script and ideas on what I can talk about.",18,18,Content And Writing Support
